filename,width,height,class,xmin,ymin,xmax,ymax
035_Original_c003071_01_01.png,512,512,Lesion,327,190,401,288
035_Original_c003441_01_01.png,512,512,Lesion,94,252,132,285
035_Original_c003823_01_01.png,512,512,Lesion,105,311,189,390
035_Original_c003823_01_01.png,512,512,Lesion,278,246,358,313
036_Dilatacion_c000074_02_01.png,512,512,Lesion,133,254,154,287
036_Dilatacion_c001905_02_01.png,512,512,Lesion,151,235,184,263
036_Dilatacion_c001905_02_01.png,512,512,Lesion,124,282,151,306
036_Dilatacion_c002685_01_02.png,512,512,Lesion,121,214,171,254
036_Dilatacion_c003071_01_01.png,512,512,Lesion,328,190,403,282
036_Dilatacion_c003823_02_01.png,512,512,Lesion,272,237,336,289
036_Erosion_c000074_02_01.png,512,512,Lesion,135,255,156,285
036_Erosion_c001905_02_01.png,512,512,Lesion,151,233,181,266
036_Erosion_c001905_02_01.png,512,512,Lesion,126,280,153,304
036_Erosion_c002685_01_02.png,512,512,Lesion,123,212,172,252
036_Erosion_c003071_01_01.png,512,512,Lesion,325,193,401,282
036_Erosion_c003823_02_01.png,512,512,Lesion,273,237,342,290
036_Original_c000074_02_01.png,512,512,Lesion,132,256,155,286
036_Original_c001905_02_01.png,512,512,Lesion,151,235,185,264
036_Original_c001905_02_01.png,512,512,Lesion,124,277,153,304
036_Original_c002685_01_02.png,512,512,Lesion,122,211,170,252
036_Original_c003071_01_01.png,512,512,Lesion,326,193,403,284
036_Original_c003823_02_01.png,512,512,Lesion,269,235,340,287
037_Dilatacion_c000042_02_01.png,512,512,Lesion,334,328,351,347
037_Dilatacion_c000074_02_01.png,512,512,Lesion,132,254,153,280
037_Dilatacion_c000195_02_01.png,512,512,Lesion,165,231,239,294
037_Dilatacion_c002195_01_01.png,512,512,Lesion,339,237,367,266
037_Dilatacion_c002685_01_02.png,512,512,Lesion,121,210,173,254
037_Dilatacion_c003071_01_01.png,512,512,Lesion,327,190,399,279
037_Dilatacion_c003405_01_01.png,512,512,Lesion,100,265,133,294
037_Dilatacion_c003823_02_01.png,512,512,Lesion,267,235,343,292
037_Erosion_c000042_02_01.png,512,512,Lesion,333,330,350,346
037_Erosion_c000074_02_01.png,512,512,Lesion,136,259,155,281
037_Erosion_c000195_02_01.png,512,512,Lesion,175,231,236,298
037_Erosion_c002195_01_01.png,512,512,Lesion,339,238,366,263
037_Erosion_c002685_01_02.png,512,512,Lesion,123,208,169,253
037_Erosion_c003071_01_01.png,512,512,Lesion,332,190,397,277
037_Erosion_c003405_01_01.png,512,512,Lesion,103,266,136,291
037_Erosion_c003823_02_01.png,512,512,Lesion,272,237,341,289
037_Original_c000042_02_01.png,512,512,Lesion,331,328,349,346
037_Original_c000074_02_01.png,512,512,Lesion,133,259,153,282
037_Original_c000195_02_01.png,512,512,Lesion,170,228,238,301
037_Original_c002195_01_01.png,512,512,Lesion,340,241,367,266
037_Original_c002685_01_02.png,512,512,Lesion,122,208,167,254
037_Original_c003071_01_01.png,512,512,Lesion,325,191,401,277
037_Original_c003405_01_01.png,512,512,Lesion,102,265,132,289
037_Original_c003823_02_01.png,512,512,Lesion,272,235,339,286
038_Dilatacion_c001159_03_01.png,512,512,Lesion,302,275,326,296
038_Dilatacion_c002195_01_01.png,512,512,Lesion,342,236,365,263
038_Dilatacion_c003195_01_02.png,512,512,Lesion,294,228,329,270
038_Dilatacion_c003546_01_01.png,512,512,Lesion,339,301,358,325
038_Dilatacion_c003823_02_01.png,512,512,Lesion,270,231,342,287
038_Dilatacion_c004028_01_01.png,512,512,Lesion,195,285,226,312
038_Erosion_c001159_03_01.png,512,512,Lesion,306,275,326,298
038_Erosion_c002195_01_01.png,512,512,Lesion,340,240,363,260
038_Erosion_c003195_01_02.png,512,512,Lesion,292,226,329,266
038_Erosion_c003546_01_01.png,512,512,Lesion,341,301,356,321
038_Erosion_c003823_02_01.png,512,512,Lesion,271,234,339,287
038_Erosion_c004028_01_01.png,512,512,Lesion,199,285,225,313
038_Original_c001159_03_01.png,512,512,Lesion,305,276,326,297
038_Original_c002195_01_01.png,512,512,Lesion,340,237,366,263
038_Original_c003195_01_02.png,512,512,Lesion,292,228,328,266
038_Original_c003546_01_01.png,512,512,Lesion,339,302,358,325
038_Original_c003823_02_01.png,512,512,Lesion,273,234,343,289
038_Original_c004028_01_01.png,512,512,Lesion,201,290,226,312
039_Dilatacion_c001244_01_01.png,512,512,Lesion,128,242,146,269
039_Dilatacion_c002126_01_02.png,512,512,Lesion,195,243,218,267
039_Dilatacion_c003195_01_02.png,512,512,Lesion,293,225,329,263
039_Dilatacion_c003546_01_01.png,512,512,Lesion,339,301,357,321
039_Dilatacion_c003823_02_01.png,512,512,Lesion,271,232,343,289
039_Dilatacion_c004028_01_01.png,512,512,Lesion,196,279,232,315
039_Erosion_c001244_01_01.png,512,512,Lesion,127,246,146,266
039_Erosion_c002126_01_02.png,512,512,Lesion,193,244,218,269
039_Erosion_c003195_01_02.png,512,512,Lesion,294,229,329,266
039_Erosion_c003546_01_01.png,512,512,Lesion,343,303,354,318
039_Erosion_c003823_02_01.png,512,512,Lesion,274,234,337,288
039_Erosion_c004028_01_01.png,512,512,Lesion,197,280,232,311
039_Original_c001244_01_01.png,512,512,Lesion,129,243,146,266
039_Original_c002126_01_02.png,512,512,Lesion,194,244,218,266
039_Original_c003195_01_02.png,512,512,Lesion,294,229,330,267
039_Original_c003546_01_01.png,512,512,Lesion,344,300,355,321
039_Original_c003823_02_01.png,512,512,Lesion,274,231,343,286
039_Original_c004028_01_01.png,512,512,Lesion,194,278,230,317
040_Dilatacion_c001244_01_01.png,512,512,Lesion,126,241,146,269
040_Dilatacion_c003195_01_02.png,512,512,Lesion,351,225,374,256
040_Dilatacion_c004028_01_01.png,512,512,Lesion,174,275,237,315
040_Erosion_c001244_01_01.png,512,512,Lesion,129,241,145,265
040_Erosion_c003195_01_02.png,512,512,Lesion,350,228,374,256
040_Erosion_c004028_01_01.png,512,512,Lesion,174,273,236,313
040_Original_c001244_01_01.png,512,512,Lesion,126,242,147,267
040_Original_c003195_01_02.png,512,512,Lesion,350,226,376,257
040_Original_c004028_01_01.png,512,512,Lesion,175,273,237,317
041_Dilatacion_c001244_01_01.png,512,512,Lesion,128,241,141,260
041_Dilatacion_c004028_01_01.png,512,512,Lesion,174,272,236,315
041_Erosion_c001244_01_01.png,512,512,Lesion,129,242,144,263
041_Erosion_c004028_01_01.png,512,512,Lesion,179,273,234,312
041_Original_c001244_01_01.png,512,512,Lesion,129,242,142,260
041_Original_c004028_01_01.png,512,512,Lesion,177,269,238,315
042_Dilatacion_c000029_02_01.png,512,512,Lesion,343,349,394,384
042_Dilatacion_c002195_02_01.png,512,512,Lesion,320,234,341,260
042_Dilatacion_c004028_01_01.png,512,512,Lesion,172,259,238,314
042_Erosion_c000029_02_01.png,512,512,Lesion,346,349,394,386
042_Erosion_c002195_02_01.png,512,512,Lesion,322,235,342,257
042_Erosion_c004028_01_01.png,512,512,Lesion,175,261,236,310
042_Original_c000029_02_01.png,512,512,Lesion,348,347,394,383
042_Original_c002195_02_01.png,512,512,Lesion,320,235,341,257
042_Original_c004028_01_01.png,512,512,Lesion,173,260,233,309
043_Dilatacion_c000029_02_01.png,512,512,Lesion,347,344,396,381
043_Dilatacion_c000042_02_01.png,512,512,Lesion,143,301,166,331
043_Dilatacion_c000042_03_01.png,512,512,Lesion,322,317,344,335
043_Dilatacion_c000145_01_01.png,512,512,Lesion,383,278,398,299
043_Dilatacion_c004028_01_01.png,512,512,Lesion,170,257,234,307
043_Erosion_c000029_02_01.png,512,512,Lesion,349,345,391,381
043_Erosion_c000042_02_01.png,512,512,Lesion,138,302,167,328
043_Erosion_c000042_03_01.png,512,512,Lesion,323,313,341,333
043_Erosion_c000145_01_01.png,512,512,Lesion,384,281,397,296
043_Erosion_c004028_01_01.png,512,512,Lesion,173,260,230,305
043_Original_c000029_02_01.png,512,512,Lesion,345,341,394,381
043_Original_c000042_02_01.png,512,512,Lesion,140,301,167,327
043_Original_c000042_03_01.png,512,512,Lesion,326,318,344,334
043_Original_c000145_01_01.png,512,512,Lesion,383,281,395,295
043_Original_c004028_01_01.png,512,512,Lesion,174,259,235,311
044_Dilatacion_c000029_02_01.png,512,512,Lesion,342,344,390,380
044_Dilatacion_c000145_01_01.png,512,512,Lesion,386,278,398,297
044_Dilatacion_c000195_02_01.png,512,512,Lesion,284,213,353,271
044_Dilatacion_c003195_01_02.png,512,512,Lesion,162,256,183,280
044_Erosion_c000029_02_01.png,512,512,Lesion,348,342,387,378
044_Erosion_c000145_01_01.png,512,512,Lesion,385,280,395,293
044_Erosion_c000195_02_01.png,512,512,Lesion,284,213,349,270
044_Erosion_c003195_01_02.png,512,512,Lesion,161,257,180,277
044_Original_c000029_02_01.png,512,512,Lesion,345,344,391,380
044_Original_c000145_01_01.png,512,512,Lesion,384,279,398,295
044_Original_c000195_02_01.png,512,512,Lesion,284,211,350,273
044_Original_c003195_01_02.png,512,512,Lesion,160,257,180,280
045_Dilatacion_c000145_01_01.png,512,512,Lesion,385,276,398,294
045_Dilatacion_c000195_02_01.png,512,512,Lesion,285,211,353,269
045_Dilatacion_c001244_01_01.png,512,512,Lesion,141,201,182,236
045_Erosion_c000145_01_01.png,512,512,Lesion,384,275,395,290
045_Erosion_c000195_02_01.png,512,512,Lesion,290,217,349,270
045_Erosion_c001244_01_01.png,512,512,Lesion,145,200,179,239
045_Original_c000145_01_01.png,512,512,Lesion,384,277,399,292
045_Original_c000195_02_01.png,512,512,Lesion,286,218,352,270
045_Original_c001244_01_01.png,512,512,Lesion,144,198,180,238
046_Dilatacion_c000145_01_01.png,512,512,Lesion,383,276,397,294
046_Dilatacion_c001244_01_01.png,512,512,Lesion,141,201,177,235
046_Dilatacion_c002411_02_01.png,512,512,Lesion,311,208,353,246
046_Erosion_c000145_01_01.png,512,512,Lesion,387,280,398,293
046_Erosion_c001244_01_01.png,512,512,Lesion,146,200,174,236
046_Erosion_c002411_02_01.png,512,512,Lesion,310,212,348,248
046_Original_c000145_01_01.png,512,512,Lesion,384,277,396,290
046_Original_c001244_01_01.png,512,512,Lesion,143,199,177,235
046_Original_c002411_02_01.png,512,512,Lesion,312,207,349,245
047_Dilatacion_c003414_01_01.png,512,512,Lesion,140,181,205,258
047_Dilatacion_c003687_01_01.png,512,512,Lesion,321,256,339,277
047_Erosion_c003414_01_01.png,512,512,Lesion,139,182,207,259
047_Erosion_c003687_01_01.png,512,512,Lesion,322,260,339,276
047_Original_c003414_01_01.png,512,512,Lesion,138,180,207,258
047_Original_c003687_01_01.png,512,512,Lesion,320,260,339,275
048_Dilatacion_c000042_03_01.png,512,512,Lesion,132,273,164,300
048_Dilatacion_c002842_01_01.png,512,512,Lesion,359,315,384,339
048_Dilatacion_c002863_01_02.png,512,512,Lesion,201,271,215,279
048_Dilatacion_c003687_01_01.png,512,512,Lesion,321,261,341,274
048_Erosion_c000042_03_01.png,512,512,Lesion,131,277,163,299
048_Erosion_c002842_01_01.png,512,512,Lesion,353,311,385,337
048_Erosion_c002863_01_02.png,512,512,Lesion,204,270,218,283
048_Erosion_c003414_01_01.png,512,512,Lesion,139,183,202,256
048_Erosion_c003687_01_01.png,512,512,Lesion,323,263,338,273
048_Original_c000042_03_01.png,512,512,Lesion,134,275,160,300
048_Original_c002842_01_01.png,512,512,Lesion,358,312,385,339
048_Original_c002863_01_02.png,512,512,Lesion,203,269,218,282
048_Original_c003414_01_01.png,512,512,Lesion,138,179,204,259
048_Original_c003687_01_01.png,512,512,Lesion,321,258,339,275
049_Dilatacion_c002842_01_01.png,512,512,Lesion,360,314,379,332
049_Dilatacion_c002863_01_02.png,512,512,Lesion,204,270,215,278
049_Dilatacion_c003414_01_01.png,512,512,Lesion,136,178,203,256
049_Dilatacion_c004402_01_01.png,512,512,Lesion,95,383,149,437
049_Erosion_c002842_01_01.png,512,512,Lesion,356,314,382,337
049_Erosion_c002863_01_02.png,512,512,Lesion,202,270,215,283
049_Erosion_c003414_01_01.png,512,512,Lesion,138,180,202,252
049_Erosion_c004402_01_01.png,512,512,Lesion,95,383,148,439
049_Original_c002842_01_01.png,512,512,Lesion,353,316,384,335
049_Original_c002863_01_02.png,512,512,Lesion,201,270,216,284
049_Original_c003414_01_01.png,512,512,Lesion,132,180,203,253
049_Original_c004402_01_01.png,512,512,Lesion,87,381,152,443
050_Dilatacion_c003414_01_01.png,512,512,Lesion,139,183,204,254
050_Original_c003414_01_01.png,512,512,Lesion,139,179,198,250
051_Dilatacion_c001474_01_01.png,512,512,Lesion,107,248,239,355
051_Dilatacion_c001474_01_01.png,512,512,Lesion,304,322,318,337
051_Dilatacion_c002987_01_01.png,512,512,Lesion,273,318,314,361
051_Dilatacion_c003467_03_01.png,512,512,Lesion,317,284,352,316
051_Erosion_c001474_01_01.png,512,512,Lesion,107,259,237,350
051_Erosion_c001474_01_01.png,512,512,Lesion,300,320,320,341
051_Erosion_c002987_01_01.png,512,512,Lesion,275,319,315,359
051_Erosion_c003467_03_01.png,512,512,Lesion,314,283,353,318
051_Original_c001474_01_01.png,512,512,Lesion,105,255,236,353
051_Original_c001474_01_01.png,512,512,Lesion,304,321,322,339
051_Original_c002987_01_01.png,512,512,Lesion,273,316,315,357
051_Original_c003467_03_01.png,512,512,Lesion,312,282,353,317
052_Dilatacion_c003467_03_01.png,512,512,Lesion,312,282,359,321
052_Erosion_c003467_03_01.png,512,512,Lesion,309,280,356,321
052_Original_c003467_03_01.png,512,512,Lesion,310,280,356,323
053_Dilatacion_c000042_01_01.png,512,512,Lesion,140,272,182,310
053_Dilatacion_c002987_02_02.png,512,512,Lesion,287,295,333,339
053_Dilatacion_c003467_03_01.png,512,512,Lesion,312,279,358,321
053_Dilatacion_c003823_01_01.png,512,512,Lesion,336,233,403,310
053_Erosion_c000042_01_01.png,512,512,Lesion,132,273,182,308
053_Erosion_c002987_02_02.png,512,512,Lesion,287,294,332,341
053_Erosion_c003467_03_01.png,512,512,Lesion,307,277,356,322
053_Erosion_c003823_01_01.png,512,512,Lesion,332,235,401,320
053_Original_c000042_01_01.png,512,512,Lesion,139,273,185,314
053_Original_c002987_02_02.png,512,512,Lesion,287,295,332,339
053_Original_c003467_03_01.png,512,512,Lesion,312,276,356,322
053_Original_c003823_01_01.png,512,512,Lesion,339,233,404,315
054_Dilatacion_c001623_01_01.png,512,512,Lesion,312,292,388,360
054_Dilatacion_c001759_07_01.png,512,512,Lesion,110,358,146,391
054_Dilatacion_c003467_03_01.png,512,512,Lesion,312,280,361,319
054_Dilatacion_c003823_01_01.png,512,512,Lesion,336,232,405,315
054_Erosion_c001623_01_01.png,512,512,Lesion,315,293,387,356
054_Erosion_c001759_07_01.png,512,512,Lesion,107,354,146,390
054_Erosion_c003467_03_01.png,512,512,Lesion,309,279,359,322
054_Erosion_c003823_01_01.png,512,512,Lesion,340,232,405,318
054_Original_c001623_01_01.png,512,512,Lesion,315,295,386,356
054_Original_c001759_07_01.png,512,512,Lesion,109,361,148,393
054_Original_c003467_03_01.png,512,512,Lesion,311,278,354,321
054_Original_c003823_01_01.png,512,512,Lesion,331,235,408,321
055_Dilatacion_c000203_02_01.png,512,512,Lesion,135,286,154,306
055_Dilatacion_c001163_03_02.png,512,512,Lesion,282,259,305,281
055_Dilatacion_c001276_01_01.png,512,512,Lesion,301,310,342,349
055_Dilatacion_c001623_01_01.png,512,512,Lesion,309,287,394,359
055_Dilatacion_c003467_03_01.png,512,512,Lesion,315,283,356,315
055_Dilatacion_c003823_01_01.png,512,512,Lesion,331,231,410,320
055_Dilatacion_c004180_01_01.png,512,512,Lesion,150,298,165,327
055_Erosion_c000203_02_01.png,512,512,Lesion,134,283,159,308
055_Erosion_c001163_03_02.png,512,512,Lesion,283,256,308,281
055_Erosion_c001276_01_01.png,512,512,Lesion,305,307,348,348
055_Erosion_c001623_01_01.png,512,512,Lesion,313,287,391,359
055_Erosion_c003467_03_01.png,512,512,Lesion,314,283,349,315
055_Erosion_c003823_01_01.png,512,512,Lesion,332,229,407,312
055_Erosion_c004180_01_01.png,512,512,Lesion,152,304,167,326
055_Original_c000203_02_01.png,512,512,Lesion,133,287,159,309
055_Original_c001163_03_02.png,512,512,Lesion,283,259,305,278
055_Original_c001276_01_01.png,512,512,Lesion,304,306,347,349
055_Original_c001623_01_01.png,512,512,Lesion,311,286,390,356
055_Original_c003467_03_01.png,512,512,Lesion,311,280,353,317
055_Original_c003823_01_01.png,512,512,Lesion,331,233,407,315
055_Original_c004180_01_01.png,512,512,Lesion,148,305,168,328
056_Dilatacion_c000203_02_01.png,512,512,Lesion,136,287,152,308
056_Dilatacion_c001269_01_01.png,512,512,Lesion,294,222,327,253
056_Dilatacion_c001276_01_01.png,512,512,Lesion,305,305,343,352
056_Dilatacion_c001623_01_01.png,512,512,Lesion,310,287,392,359
056_Dilatacion_c003823_01_01.png,512,512,Lesion,334,228,408,309
056_Dilatacion_c004180_01_01.png,512,512,Lesion,146,303,170,331
056_Erosion_c000203_02_01.png,512,512,Lesion,136,284,154,310
056_Erosion_c001269_01_01.png,512,512,Lesion,294,225,325,252
056_Erosion_c001276_01_01.png,512,512,Lesion,301,307,346,346
056_Erosion_c001623_01_01.png,512,512,Lesion,310,286,390,351
056_Erosion_c003823_01_01.png,512,512,Lesion,341,238,405,309
056_Erosion_c004180_01_01.png,512,512,Lesion,148,302,171,326
056_Original_c000203_02_01.png,512,512,Lesion,134,288,153,308
056_Original_c001269_01_01.png,512,512,Lesion,295,220,328,252
056_Original_c001276_01_01.png,512,512,Lesion,301,304,343,347
056_Original_c001623_01_01.png,512,512,Lesion,308,293,392,362
